transaction_id,user_id,transaction_amount,transaction_time,transaction_type,location,device_id,ip_address,is_mobile,is_fraud
6110,589,420.59,2022-06-20 10:00:00,withdrawal,Thane,device_589,192.168.0.53,1,1
6111,504,2632.01,2022-02-03 05:00:00,transfer,Jaipur,device_504,192.168.0.619,1,1
6112,686,13481.51,2022-11-11 16:00:00,payment,Visakhapatnam,device_686,192.168.0.686,0,0
6113,387,1248.42,2022-05-10 14:00:00,deposit,Patna,device_387,192.168.0.387,1,0
6114,970,577.94,2022-05-10 05:00:00,withdrawal,Visakhapatnam,device_323,192.168.0.970,1,0
6115,870,5819.2,2022-05-31 20:00:00,transfer,Nagpur,device_994,192.168.0.248,1,1
6116,833,365.59,2022-05-23 19:00:00,payment,Nagpur,device_833,192.168.0.833,0,0
6117,888,23803.62,2022-04-28 23:00:00,deposit,Nagpur,device_888,192.168.0.888,1,1
6118,603,701.75,2022-07-23 04:00:00,transfer,Ahmedabad,device_603,192.168.0.603,1,0
6119,750,1013.71,2022-08-23 22:00:00,transfer,Mumbai,device_984,192.168.0.320,1,1
6120,776,5826.61,2022-01-17 22:00:00,withdrawal,Jaipur,device_143,192.168.0.611,1,1
6121,691,2973.33,2022-03-23 15:00:00,deposit,Surat,device_691,192.168.0.691,0,0
6122,494,9849.43,2022-01-14 06:00:00,deposit,Ahmedabad,device_637,192.168.0.778,1,1
6123,490,270.85,2022-03-22 22:00:00,payment,Pune,device_490,192.168.0.490,0,0
6124,721,424.57,2022-07-26 23:00:00,payment,Surat,device_721,192.168.0.721,1,0
6125,73,585.37,2022-07-23 10:00:00,deposit,Mumbai,device_891,192.168.0.73,0,1
6126,509,10033.31,2022-09-29 04:00:00,transfer,Thane,device_153,192.168.0.862,1,1
6127,390,1754.79,2022-02-01 19:00:00,payment,Lucknow,device_390,192.168.0.390,1,0
6128,619,1931.28,2022-01-23 02:00:00,deposit,Pimpri-Chinchwad,device_619,192.168.0.619,1,0
6129,857,3180.92,2022-04-12 03:00:00,transfer,Visakhapatnam,device_857,192.168.0.359,1,1
6130,295,733.35,2022-06-11 23:00:00,withdrawal,Kanpur,device_266,192.168.0.443,0,1
6131,369,493.12,2022-04-08 19:00:00,payment,Bangalore,device_369,192.168.0.369,0,0
6132,956,14900.59,2022-05-24 23:00:00,transfer,Jaipur,device_946,192.168.0.849,1,1
6133,796,1590.08,2022-04-14 14:00:00,transfer,Visakhapatnam,device_796,192.168.0.796,1,0
6134,865,872.39,2022-11-20 04:00:00,transfer,Delhi,device_428,192.168.0.865,1,1
6135,694,3739.2,2022-06-20 23:00:00,deposit,Thane,device_426,192.168.0.254,0,1
6136,549,8655.98,2022-03-05 03:00:00,deposit,Nagpur,device_549,192.168.0.868,1,1
6137,649,4444.02,2022-09-01 17:00:00,payment,Pune,device_488,192.168.0.434,1,1
6138,850,1189.46,2022-03-12 06:00:00,payment,Hyderabad,device_264,192.168.0.178,1,1
6139,568,674.41,2022-10-01 05:00:00,transfer,Surat,device_568,192.168.0.568,0,0
6140,187,527.85,2022-05-05 00:00:00,withdrawal,Bhopal,device_672,192.168.0.187,1,0
6141,853,1134.03,2022-11-13 09:00:00,deposit,Bangalore,device_853,192.168.0.853,0,0
6142,770,6510.08,2022-11-27 06:00:00,transfer,Jaipur,device_770,192.168.0.247,1,1
6143,445,569.21,2022-04-17 04:00:00,deposit,Patna,device_445,192.168.0.445,0,0
6144,570,9377.05,2022-05-28 04:00:00,payment,Kolkata,device_506,192.168.0.319,0,1
6145,363,5621.74,2022-07-11 14:00:00,withdrawal,Delhi,device_363,192.168.0.363,0,0
6146,123,110765.54,2022-12-03 14:00:00,transfer,Pimpri-Chinchwad,device_123,192.168.0.938,0,1
6147,188,1935.96,2022-08-14 00:00:00,deposit,Patna,device_694,192.168.0.972,1,1
6148,742,5297.41,2022-08-30 11:00:00,transfer,Visakhapatnam,device_288,192.168.0.849,1,1
6149,680,178.82,2022-12-28 01:00:00,transfer,Lucknow,device_680,192.168.0.680,1,0
6150,420,680.51,2022-10-11 00:00:00,deposit,Kanpur,device_420,192.168.0.420,0,0
6151,626,17654.78,2022-06-12 01:00:00,withdrawal,Delhi,device_156,192.168.0.626,1,1
6152,252,113.41,2022-01-08 15:00:00,transfer,Mumbai,device_252,192.168.0.252,0,0
6153,619,722.56,2022-12-13 01:00:00,payment,Pimpri-Chinchwad,device_619,192.168.0.619,1,0
6154,549,4743.41,2022-06-01 00:00:00,transfer,Patna,device_110,192.168.0.136,1,1
6155,335,229.83,2022-11-18 02:00:00,withdrawal,Kanpur,device_335,192.168.0.335,0,0
6156,92,7160.97,2022-04-05 23:00:00,transfer,Bangalore,device_92,192.168.0.606,1,1
6157,530,6336.97,2022-08-02 22:00:00,deposit,Patna,device_265,192.168.0.530,1,1
6158,866,2665.18,2022-03-05 01:00:00,transfer,Bangalore,device_208,192.168.0.255,0,1
6159,63,2098.09,2022-03-06 07:00:00,deposit,Nagpur,device_63,192.168.0.63,0,0
6160,662,2142.32,2022-09-27 23:00:00,transfer,Delhi,device_878,192.168.0.662,1,1
6161,512,1729.88,2022-01-25 02:00:00,deposit,Bhopal,device_512,192.168.0.512,1,0
6162,139,4934.7,2022-04-10 01:00:00,transfer,Mumbai,device_139,192.168.0.139,1,1
6163,698,6214.43,2022-04-15 01:00:00,deposit,Thane,device_400,192.168.0.984,1,1
6164,185,3847.96,2022-05-11 23:00:00,transfer,Bangalore,device_220,192.168.0.523,0,1
6165,205,1276.66,2022-11-17 16:00:00,withdrawal,Delhi,device_703,192.168.0.763,1,1
6166,772,1214.45,2022-01-19 02:00:00,transfer,Kolkata,device_235,192.168.0.160,0,1
6167,214,507.79,2022-08-13 01:00:00,withdrawal,Chennai,device_214,192.168.0.214,0,0
6168,256,635.61,2022-04-16 23:00:00,deposit,Patna,device_256,192.168.0.256,1,0
6169,135,6451.87,2022-02-23 05:00:00,deposit,Thane,device_497,192.168.0.135,1,1
6170,573,1061.81,2022-08-14 14:00:00,withdrawal,Ahmedabad,device_573,192.168.0.573,1,0
6171,875,693.88,2022-12-26 06:00:00,deposit,Chennai,device_875,192.168.0.875,1,0
6172,822,148.36,2022-01-15 18:00:00,deposit,Lucknow,device_822,192.168.0.822,0,0
6173,88,547.02,2022-02-17 04:00:00,deposit,Nagpur,device_88,192.168.0.88,0,0
6174,836,1541.75,2022-05-19 19:00:00,deposit,Kanpur,device_836,192.168.0.182,0,1
6175,988,6281.3,2022-02-03 05:00:00,deposit,Chennai,device_988,192.168.0.988,0,0
6176,207,1180.2,2022-12-21 02:00:00,transfer,Bangalore,device_207,192.168.0.207,0,0
6177,129,5247.93,2022-07-29 11:00:00,transfer,Mumbai,device_129,192.168.0.129,1,0
6178,823,1184.41,2022-01-19 19:00:00,transfer,Bangalore,device_823,192.168.0.823,1,0
6179,3,31731.36,2022-07-15 04:00:00,payment,Visakhapatnam,device_781,192.168.0.245,1,1
6180,974,1503.37,2022-11-22 00:00:00,payment,Kolkata,device_974,192.168.0.974,1,0
6181,934,1561.86,2022-04-25 13:00:00,withdrawal,Delhi,device_934,192.168.0.934,1,0
6182,754,7685.88,2022-12-18 16:00:00,deposit,Pimpri-Chinchwad,device_754,192.168.0.754,0,0
6183,121,2413.25,2022-03-16 16:00:00,payment,Pimpri-Chinchwad,device_151,192.168.0.436,0,1
6184,385,563.96,2022-05-30 09:00:00,withdrawal,Visakhapatnam,device_385,192.168.0.385,1,0
6185,614,1242.46,2022-02-05 02:00:00,transfer,Ghaziabad,device_614,192.168.0.614,0,0
6186,38,90912.26,2022-08-30 07:00:00,payment,Nagpur,device_38,192.168.0.104,1,1
6187,341,3370.02,2022-05-31 03:00:00,transfer,Jaipur,device_103,192.168.0.164,1,1
6188,925,1493.4,2022-03-04 22:00:00,withdrawal,Surat,device_925,192.168.0.925,0,0
6189,645,2707.15,2022-06-03 12:00:00,transfer,Bangalore,device_645,192.168.0.645,1,0
6190,714,24317.87,2022-07-07 05:00:00,transfer,Jaipur,device_202,192.168.0.79,1,1
6191,860,2689.57,2022-08-11 07:00:00,payment,Lucknow,device_860,192.168.0.860,0,0
6192,21,21784.77,2022-04-03 04:00:00,deposit,Indore,device_863,192.168.0.21,1,1
6193,242,10546.45,2022-01-05 06:00:00,transfer,Bangalore,device_720,192.168.0.253,1,1
6194,455,5497.43,2022-06-15 03:00:00,transfer,Mumbai,device_524,192.168.0.314,1,1
6195,963,373.19,2022-01-25 21:00:00,deposit,Mumbai,device_963,192.168.0.963,1,0
6196,621,653.69,2022-04-08 10:00:00,withdrawal,Bangalore,device_621,192.168.0.621,1,0
6197,303,3417.21,2022-09-25 03:00:00,withdrawal,Kolkata,device_991,192.168.0.10,0,1
6198,596,1465.44,2022-05-30 03:00:00,deposit,Nagpur,device_596,192.168.0.596,0,0
6199,595,8333.89,2022-09-09 12:00:00,payment,Mumbai,device_689,192.168.0.623,0,1
6200,803,33357.04,2022-03-25 00:00:00,deposit,Hyderabad,device_7,192.168.0.83,0,1
6201,964,137.71,2022-10-12 10:00:00,withdrawal,Ghaziabad,device_964,192.168.0.964,1,0
6202,69,1043.25,2022-06-21 13:00:00,transfer,Kanpur,device_69,192.168.0.69,1,0
6203,129,7404.37,2022-08-09 08:00:00,withdrawal,Mumbai,device_129,192.168.0.129,1,0
6204,196,1238.02,2022-04-19 16:00:00,transfer,Nagpur,device_400,192.168.0.616,1,1
6205,140,2429.18,2022-01-27 12:00:00,transfer,Jaipur,device_81,192.168.0.458,1,1
6206,444,1748.22,2022-09-03 23:00:00,deposit,Ghaziabad,device_444,192.168.0.444,1,0
6207,283,2617.31,2022-02-24 12:00:00,withdrawal,Pimpri-Chinchwad,device_283,192.168.0.283,0,0
6208,312,274.91,2022-05-13 12:00:00,withdrawal,Surat,device_312,192.168.0.312,1,0
6209,746,23091.63,2022-02-21 02:00:00,transfer,Indore,device_785,192.168.0.947,1,1
6210,535,8758.19,2022-09-10 04:00:00,deposit,Pimpri-Chinchwad,device_26,192.168.0.507,1,1
6211,665,271.89,2022-09-26 00:00:00,payment,Kolkata,device_665,192.168.0.665,1,0
6212,277,15579.52,2022-10-25 13:00:00,transfer,Thane,device_844,192.168.0.170,1,1
6213,61,13681.26,2022-03-20 03:00:00,deposit,Pune,device_951,192.168.0.980,1,1
6214,319,1094.41,2022-01-18 12:00:00,payment,Surat,device_319,192.168.0.319,0,0
6215,890,693.18,2022-11-02 06:00:00,withdrawal,Jaipur,device_890,192.168.0.890,1,0
6216,52,1528.04,2022-09-15 09:00:00,transfer,Pune,device_1,192.168.0.698,1,1
6217,856,3263.53,2022-12-09 05:00:00,transfer,Patna,device_427,192.168.0.701,0,1
6218,153,13770.27,2022-04-17 05:00:00,deposit,Kolkata,device_304,192.168.0.116,1,1
6219,749,882.11,2022-02-16 23:00:00,payment,Pimpri-Chinchwad,device_213,192.168.0.426,1,1
6220,311,2134.51,2022-09-03 14:00:00,payment,Mumbai,device_399,192.168.0.553,1,1
6221,814,6569.77,2022-03-30 03:00:00,transfer,Patna,device_926,192.168.0.23,1,1
6222,544,9995.6,2022-07-22 06:00:00,transfer,Visakhapatnam,device_986,192.168.0.29,1,1
6223,567,9606.16,2022-08-28 05:00:00,payment,Ahmedabad,device_619,192.168.0.234,0,1
6224,864,501.8,2022-09-25 19:00:00,transfer,Lucknow,device_864,192.168.0.864,0,0
6225,389,4432.54,2022-01-13 22:00:00,deposit,Ghaziabad,device_766,192.168.0.800,0,1
6226,548,3102.43,2022-05-17 03:00:00,transfer,Kolkata,device_172,192.168.0.60,1,1
6227,622,6426.83,2022-11-11 21:00:00,payment,Ahmedabad,device_45,192.168.0.52,0,1
6228,177,8770.55,2022-06-22 02:00:00,payment,Chennai,device_84,192.168.0.175,0,1
6229,362,922.28,2022-08-18 18:00:00,payment,Jaipur,device_362,192.168.0.362,0,0
6230,314,5516.78,2022-07-17 02:00:00,deposit,Mumbai,device_314,192.168.0.314,0,1
6231,807,1096.6,2022-08-31 07:00:00,transfer,Surat,device_807,192.168.0.807,0,0
6232,848,227.47,2022-02-12 20:00:00,withdrawal,Bangalore,device_848,192.168.0.848,1,0
6233,97,3999.18,2022-11-26 10:00:00,transfer,Indore,device_97,192.168.0.97,0,0
6234,881,3089.12,2022-10-06 23:00:00,transfer,Lucknow,device_881,192.168.0.881,0,0
6235,213,181.2,2022-03-20 03:00:00,withdrawal,Visakhapatnam,device_213,192.168.0.213,1,0
6236,829,40409.16,2022-10-06 05:00:00,transfer,Delhi,device_954,192.168.0.110,1,1
6237,137,7412.64,2022-08-20 15:00:00,withdrawal,Kolkata,device_876,192.168.0.345,1,1
6238,6,8489.17,2022-04-11 00:00:00,transfer,Nagpur,device_99,192.168.0.549,0,1
6239,109,2975.49,2022-06-11 01:00:00,transfer,Mumbai,device_506,192.168.0.822,0,1
6240,547,1241.66,2022-05-24 00:00:00,payment,Ghaziabad,device_725,192.168.0.547,1,0
6241,39,8486.89,2022-04-19 23:00:00,deposit,Chennai,device_206,192.168.0.174,1,1
6242,662,6778.29,2022-08-21 18:00:00,withdrawal,Hyderabad,device_376,192.168.0.662,0,0
6243,425,1643.92,2022-04-21 04:00:00,deposit,Hyderabad,device_773,192.168.0.430,1,1
6244,630,3373.18,2022-08-20 03:00:00,transfer,Pune,device_630,192.168.0.630,0,0
6245,261,3226.68,2022-08-26 01:00:00,withdrawal,Visakhapatnam,device_261,192.168.0.915,1,1
6246,426,4538.24,2022-07-16 12:00:00,payment,Nagpur,device_426,192.168.0.426,0,0
6247,87,256.64,2022-09-30 23:00:00,payment,Surat,device_87,192.168.0.87,0,0
6248,465,4553.92,2022-03-27 12:00:00,transfer,Hyderabad,device_117,192.168.0.660,1,1
6249,76,619.36,2022-10-22 04:00:00,transfer,Bhopal,device_76,192.168.0.358,1,1
6250,471,567.33,2022-02-10 12:00:00,deposit,Lucknow,device_471,192.168.0.471,1,0
6251,976,680.09,2022-02-17 23:00:00,deposit,Kolkata,device_976,192.168.0.976,0,0
6252,963,1695.24,2022-03-18 12:00:00,withdrawal,Mumbai,device_963,192.168.0.963,0,0
6253,414,228.26,2022-06-27 23:00:00,transfer,Nagpur,device_414,192.168.0.414,0,0
6254,825,25766.27,2022-09-14 00:00:00,payment,Delhi,device_47,192.168.0.617,1,1
6255,895,30639.18,2022-04-27 15:00:00,payment,Jaipur,device_168,192.168.0.768,1,1
6256,726,1279.57,2022-01-19 15:00:00,payment,Thane,device_726,192.168.0.726,1,0
6257,457,1311.22,2022-02-28 13:00:00,payment,Indore,device_842,192.168.0.698,1,1
6258,285,1187.74,2022-07-15 06:00:00,withdrawal,Ghaziabad,device_852,192.168.0.285,1,1
6259,239,1208.64,2022-04-17 01:00:00,withdrawal,Indore,device_239,192.168.0.239,0,0
6260,677,2225.46,2022-10-11 01:00:00,transfer,Chennai,device_677,192.168.0.986,0,1
6261,599,17621.84,2022-02-03 23:00:00,transfer,Kolkata,device_279,192.168.0.599,0,1
6262,653,3499.01,2022-10-22 02:00:00,transfer,Hyderabad,device_903,192.168.0.645,0,1
6263,672,7723.38,2022-09-08 23:00:00,payment,Jaipur,device_890,192.168.0.184,0,1
6264,558,1034.52,2022-05-06 16:00:00,transfer,Bhopal,device_558,192.168.0.558,1,0
6265,372,2866.39,2022-12-05 05:00:00,transfer,Hyderabad,device_372,192.168.0.125,1,1
6266,495,2299.1,2022-04-16 23:00:00,withdrawal,Nagpur,device_614,192.168.0.265,0,1
6267,624,1557.35,2022-06-29 19:00:00,deposit,Indore,device_793,192.168.0.326,0,1
6268,919,3371.44,2022-04-20 05:00:00,transfer,Surat,device_795,192.168.0.919,0,1
6269,45,5262.63,2022-08-16 00:00:00,payment,Bhopal,device_535,192.168.0.347,1,1
6270,401,6180.44,2022-05-01 22:00:00,transfer,Delhi,device_440,192.168.0.314,1,1
6271,247,5072.48,2022-04-17 17:00:00,transfer,Ghaziabad,device_139,192.168.0.938,1,1
6272,616,4037.37,2022-05-11 19:00:00,payment,Pimpri-Chinchwad,device_627,192.168.0.181,1,1
6273,597,167.99,2022-01-23 17:00:00,deposit,Patna,device_597,192.168.0.597,0,0
6274,450,15727.15,2022-05-25 03:00:00,deposit,Surat,device_780,192.168.0.429,0,1
6275,485,236.5,2022-11-23 20:00:00,transfer,Nagpur,device_485,192.168.0.485,0,0
6276,646,8145.52,2022-06-03 00:00:00,transfer,Bhopal,device_646,192.168.0.30,1,1
6277,620,16907.61,2022-04-17 02:00:00,payment,Hyderabad,device_620,192.168.0.725,1,1
6278,18,16271.7,2022-05-26 00:00:00,withdrawal,Mumbai,device_186,192.168.0.668,1,1
6279,606,2439.02,2022-09-09 02:00:00,deposit,Thane,device_606,192.168.0.606,1,0
6280,662,1181.48,2022-10-29 12:00:00,deposit,Hyderabad,device_662,192.168.0.662,1,0
6281,758,444.42,2022-03-11 00:00:00,transfer,Bhopal,device_758,192.168.0.758,0,0
6282,289,270.96,2022-01-31 04:00:00,withdrawal,Bhopal,device_289,192.168.0.289,0,0
6283,414,1136.96,2022-04-03 05:00:00,transfer,Nagpur,device_414,192.168.0.414,0,0
6284,721,555.9,2022-05-17 15:00:00,deposit,Surat,device_721,192.168.0.721,0,0
6285,638,2943.58,2022-06-12 05:00:00,transfer,Surat,device_304,192.168.0.567,1,1
6286,235,9814.04,2022-03-22 05:00:00,transfer,Lucknow,device_235,192.168.0.32,0,1
6287,416,915.64,2022-11-12 18:00:00,deposit,Thane,device_416,192.168.0.416,1,0
6288,938,517.31,2022-03-17 10:00:00,payment,Jaipur,device_938,192.168.0.938,1,0
6289,499,21734.51,2022-03-04 08:00:00,withdrawal,Bhopal,device_499,192.168.0.499,0,0
6290,974,3510.13,2022-04-10 23:00:00,deposit,Kolkata,device_528,192.168.0.67,1,1
6291,634,2392.85,2022-02-17 00:00:00,transfer,Indore,device_9,192.168.0.634,1,0
6292,650,9837.8,2022-03-15 03:00:00,transfer,Chennai,device_360,192.168.0.650,0,1
6293,115,3238.86,2022-11-10 08:00:00,transfer,Kolkata,device_480,192.168.0.115,1,1
6294,932,2464.22,2022-07-11 18:00:00,transfer,Chennai,device_333,192.168.0.701,1,1
6295,674,960.56,2022-01-30 20:00:00,deposit,Delhi,device_846,192.168.0.674,0,1
6296,713,6277.89,2022-06-06 00:00:00,withdrawal,Kolkata,device_713,192.168.0.713,0,1
6297,234,5092.63,2022-09-23 14:00:00,deposit,Lucknow,device_234,192.168.0.180,1,1
6298,540,1462.32,2022-09-13 15:00:00,payment,Chennai,device_248,192.168.0.730,1,1
6299,11,17474.19,2022-02-08 02:00:00,transfer,Ghaziabad,device_435,192.168.0.795,1,1
6300,206,2048.26,2022-02-24 02:00:00,withdrawal,Surat,device_206,192.168.0.206,0,0
6301,679,1118.9,2022-01-28 17:00:00,withdrawal,Kolkata,device_679,192.168.0.679,1,0
6302,247,3398.37,2022-04-28 02:00:00,withdrawal,Indore,device_803,192.168.0.625,1,1
6303,559,3967.58,2022-07-28 00:00:00,deposit,Ahmedabad,device_313,192.168.0.559,1,1
6304,758,1507.68,2022-03-16 02:00:00,transfer,Chennai,device_388,192.168.0.182,1,1
6305,127,2682.23,2022-03-06 00:00:00,deposit,Pune,device_197,192.168.0.309,1,1
6306,147,10130.3,2022-12-03 02:00:00,deposit,Visakhapatnam,device_977,192.168.0.215,1,1
6307,118,933.04,2022-12-22 08:00:00,deposit,Hyderabad,device_118,192.168.0.541,1,0
6308,911,9334.81,2022-04-10 06:00:00,withdrawal,Hyderabad,device_911,192.168.0.911,1,0
6309,382,601.44,2022-02-15 22:00:00,deposit,Delhi,device_382,192.168.0.382,0,0
6310,412,4510.1,2022-11-12 02:00:00,transfer,Pune,device_746,192.168.0.393,1,1
6311,664,7949.1,2022-06-05 05:00:00,transfer,Chennai,device_352,192.168.0.664,0,1
6312,584,9153.9,2022-08-28 23:00:00,deposit,Kanpur,device_23,192.168.0.356,1,1
6313,363,852.26,2022-12-19 21:00:00,deposit,Delhi,device_363,192.168.0.363,0,0
6314,509,2430.48,2022-09-16 03:00:00,transfer,Visakhapatnam,device_383,192.168.0.902,1,1
6315,137,816.14,2022-05-16 07:00:00,withdrawal,Bhopal,device_137,192.168.0.137,0,0
6316,175,1689.18,2022-07-17 14:00:00,withdrawal,Hyderabad,device_175,192.168.0.175,0,0
6317,289,842.3,2022-07-06 22:00:00,deposit,Bhopal,device_289,192.168.0.289,0,0
6318,958,12492.39,2022-04-26 00:00:00,deposit,Chennai,device_958,192.168.0.958,1,0
6319,481,823.49,2022-02-27 09:00:00,withdrawal,Hyderabad,device_481,192.168.0.481,0,0
6320,19,1406.14,2022-03-11 20:00:00,withdrawal,Mumbai,device_19,192.168.0.19,0,0
6321,195,5123.49,2022-04-03 04:00:00,deposit,Ghaziabad,device_140,192.168.0.974,1,1
6322,330,887.85,2022-08-17 17:00:00,deposit,Jaipur,device_330,192.168.0.759,0,0
6323,936,11813.03,2022-05-17 13:00:00,withdrawal,Patna,device_529,192.168.0.441,0,1
6324,175,398.86,2022-04-15 04:00:00,transfer,Hyderabad,device_175,192.168.0.175,1,0
6325,449,11702.76,2022-11-01 10:00:00,transfer,Ghaziabad,device_449,192.168.0.449,1,0
6326,925,556.71,2022-12-05 13:00:00,deposit,Surat,device_925,192.168.0.925,0,0
6327,946,7912.81,2022-01-17 14:00:00,transfer,Indore,device_88,192.168.0.637,0,1
6328,354,6073.06,2022-02-23 21:00:00,transfer,Bangalore,device_354,192.168.0.221,0,1
6329,499,4817.51,2022-04-22 17:00:00,payment,Jaipur,device_975,192.168.0.970,1,1
6330,141,18420.35,2022-06-21 00:00:00,transfer,Surat,device_851,192.168.0.444,1,1
6331,758,7677.45,2022-11-01 16:00:00,transfer,Bhopal,device_758,192.168.0.758,1,0
6332,897,2253.3,2022-05-24 05:00:00,transfer,Visakhapatnam,device_21,192.168.0.394,1,1
6333,930,512.87,2022-03-26 13:00:00,deposit,Thane,device_930,192.168.0.930,1,0
6334,93,8452.15,2022-01-12 04:00:00,deposit,Hyderabad,device_712,192.168.0.990,1,1
6335,944,4683.0,2022-09-09 14:00:00,deposit,Patna,device_336,192.168.0.944,0,1
6336,239,2987.0,2022-08-04 12:00:00,transfer,Jaipur,device_933,192.168.0.239,0,1
6337,205,3703.29,2022-05-06 06:00:00,withdrawal,Indore,device_726,192.168.0.973,1,1
6338,560,665.93,2022-04-08 20:00:00,withdrawal,Ahmedabad,device_560,192.168.0.560,0,0
6339,433,357.82,2022-10-31 02:00:00,withdrawal,Nagpur,device_433,192.168.0.433,1,0
6340,245,1439.84,2022-01-28 07:00:00,payment,Ahmedabad,device_245,192.168.0.245,0,0
6341,832,1155.71,2022-12-02 11:00:00,withdrawal,Bhopal,device_832,192.168.0.832,1,0
6342,317,697.08,2022-09-23 23:00:00,transfer,Lucknow,device_317,192.168.0.317,1,0
6343,925,163.45,2022-02-21 01:00:00,payment,Surat,device_925,192.168.0.925,1,0
6344,295,786.91,2022-05-23 08:00:00,transfer,Ahmedabad,device_295,192.168.0.295,0,0
6345,640,7784.03,2022-05-12 22:00:00,deposit,Mumbai,device_439,192.168.0.640,0,0
6346,856,785.77,2022-12-12 21:00:00,transfer,Patna,device_856,192.168.0.856,1,0
6347,282,3634.37,2022-07-26 22:00:00,transfer,Kolkata,device_780,192.168.0.531,1,1
6348,17,3032.01,2022-03-03 03:00:00,deposit,Ghaziabad,device_768,192.168.0.574,1,1
6349,71,2037.24,2022-12-29 20:00:00,payment,Jaipur,device_71,192.168.0.71,1,0
6350,269,3209.39,2022-05-12 12:00:00,withdrawal,Patna,device_269,192.168.0.269,1,0
6351,325,2551.36,2022-02-10 09:00:00,transfer,Kolkata,device_872,192.168.0.451,1,1
6352,794,243.56,2022-07-20 05:00:00,withdrawal,Delhi,device_794,192.168.0.794,0,0
6353,305,779.93,2022-04-09 16:00:00,transfer,Pune,device_305,192.168.0.305,0,0
6354,451,2907.6,2022-11-07 03:00:00,transfer,Nagpur,device_451,192.168.0.727,0,1
6355,7,890.2,2022-10-11 08:00:00,payment,Kolkata,device_7,192.168.0.7,0,0
6356,314,3619.0,2022-12-23 15:00:00,deposit,Jaipur,device_314,192.168.0.314,1,0
6357,817,394.07,2022-02-16 05:00:00,payment,Pimpri-Chinchwad,device_817,192.168.0.817,0,0
6358,103,1672.37,2022-05-17 05:00:00,deposit,Visakhapatnam,device_103,192.168.0.103,0,0
6359,821,7544.19,2022-05-10 04:00:00,transfer,Jaipur,device_800,192.168.0.766,1,1
6360,193,1815.22,2022-07-14 18:00:00,transfer,Surat,device_193,192.168.0.193,1,0
6361,753,2198.58,2022-04-27 05:00:00,withdrawal,Lucknow,device_201,192.168.0.753,1,0
6362,574,743.4,2022-12-30 19:00:00,transfer,Indore,device_574,192.168.0.762,1,1
6363,529,2007.79,2022-03-10 16:00:00,withdrawal,Kolkata,device_529,192.168.0.529,0,0
6364,171,1085.56,2022-01-28 16:00:00,deposit,Chennai,device_171,192.168.0.171,1,0
6365,537,2465.48,2022-12-01 05:00:00,transfer,Thane,device_178,192.168.0.913,1,1
6366,251,5729.27,2022-01-14 17:00:00,payment,Visakhapatnam,device_251,192.168.0.251,1,0
6367,765,12002.46,2022-02-15 00:00:00,transfer,Delhi,device_925,192.168.0.938,1,1
6368,387,2185.03,2022-01-16 03:00:00,transfer,Bhopal,device_272,192.168.0.991,0,1
6369,207,681.03,2022-07-28 16:00:00,transfer,Bangalore,device_207,192.168.0.207,0,0
6370,541,14469.67,2022-06-07 23:00:00,transfer,Ahmedabad,device_861,192.168.0.343,1,1
6371,629,4766.36,2022-12-03 00:00:00,payment,Surat,device_195,192.168.0.471,1,1
6372,416,299.69,2022-08-15 12:00:00,transfer,Thane,device_416,192.168.0.416,0,0
6373,794,6356.56,2022-08-29 22:00:00,deposit,Jaipur,device_794,192.168.0.794,1,0
6374,380,3844.67,2022-02-27 22:00:00,deposit,Surat,device_380,192.168.0.24,1,1
6375,144,1130.43,2022-10-31 00:00:00,withdrawal,Bhopal,device_144,192.168.0.144,1,0
6376,25,7778.96,2022-11-01 06:00:00,payment,Thane,device_307,192.168.0.25,1,1
6377,822,2129.8,2022-12-11 00:00:00,payment,Bhopal,device_668,192.168.0.61,0,1
6378,668,17975.97,2022-05-10 19:00:00,transfer,Delhi,device_659,192.168.0.585,1,1
6379,73,1942.76,2022-08-05 03:00:00,payment,Delhi,device_383,192.168.0.745,1,1
6380,632,1394.45,2022-01-14 18:00:00,deposit,Surat,device_632,192.168.0.632,0,0
6381,824,647.74,2022-12-25 22:00:00,transfer,Ahmedabad,device_824,192.168.0.820,0,0
6382,833,3181.63,2022-08-31 23:00:00,transfer,Nagpur,device_833,192.168.0.833,1,0
6383,93,1934.96,2022-05-25 21:00:00,deposit,Surat,device_93,192.168.0.93,0,0
6384,505,4113.9,2022-11-22 02:00:00,transfer,Patna,device_33,192.168.0.939,1,1
6385,598,232.49,2022-04-13 04:00:00,deposit,Visakhapatnam,device_598,192.168.0.598,1,0
6386,336,1599.9,2022-08-05 15:00:00,transfer,Lucknow,device_336,192.168.0.336,1,0
6387,425,1267.97,2022-12-24 13:00:00,transfer,Pune,device_425,192.168.0.425,1,0
6388,499,1049.87,2022-03-05 00:00:00,payment,Lucknow,device_773,192.168.0.846,0,1
6389,364,1345.35,2022-06-07 09:00:00,transfer,Bangalore,device_364,192.168.0.364,0,0
6390,947,2118.88,2022-06-11 21:00:00,deposit,Delhi,device_947,192.168.0.947,1,0
6391,630,1169.82,2022-01-18 21:00:00,deposit,Pune,device_89,192.168.0.630,0,0
6392,745,666.87,2022-08-04 04:00:00,withdrawal,Thane,device_745,192.168.0.745,0,0
6393,199,19396.92,2022-11-15 04:00:00,deposit,Lucknow,device_79,192.168.0.315,1,1
